,Video_id,Comments
6503,Zdi0lB7q0vc,"0:35 after 2 seconds and as an finnish dude i was like ""welcome to finland"""
6504,Zdi0lB7q0vc,you actually just raised the homeless population of a country by an entire percent for a day...
6505,Zdi0lB7q0vc,"If you ever come to Turku(Finland) you are welcome to stay here in my home, I'll make you some food too."
6506,Zdi0lB7q0vc,"The first guy to help you and he's not a Finn haha. And nobody ignored you?
Why would you not bring gloves!? Did it not hurt?
But damn getting invited to a party was amzing."
6507,Zdi0lB7q0vc,Finnish people are very introverted and quiet like me lol.
6508,Zdi0lB7q0vc,"Not from bht been there October 2018. 
Was beautiful. 
From Canada 🇨🇦 y’all"
6509,Zdi0lB7q0vc,Come to nz
6510,Zdi0lB7q0vc,I don't get it.. And it's frustrating.. The people that say their busy or on the way to work or already ate like so what I mean nothing is stopping you from pulling out a tenner and then keep on movin with what your doing smh.. Like think about the humans around you and a little less about yourself.
6511,Zdi0lB7q0vc,Finnish people are so chill lol
6512,Zdi0lB7q0vc,"Don't gonna say nothing more then try to go without camera group and don't tell u have a bet with your friend's and u gonna find u self in totally difrend situacion.. no food,no money,no shelter !!"
6513,Zdi0lB7q0vc,"I'm a Finn, and this embarrassed me!! Seemed like they didn't care but It's true that if someone speaks english to us in the streets, most people will freak out/freeze right there. I know there's so many people who would give everything to you and you'd have to ask no one else. Also Helsinki is the shittiest place in finland for this kind of challenge. But I'm glad you survived 😅😅"
6514,Zdi0lB7q0vc,Its weird how this video is so short
6515,Zdi0lB7q0vc,How very convenient! Some random stranger just hands you 10 Euros to buy food! Doesn't seem like a set up at all.
6516,Zdi0lB7q0vc,"Why not come to Yemen lol
It would be one hell of a challenge 😂😂😂"
6517,Zdi0lB7q0vc,I challenge the Yes family to try a No Money challenge in one of the worlds most beautiful countries - Botswana! 🇧🇼
6518,Zdi0lB7q0vc,"you should come to finland in the summer it look awesome and all those bars, cafes etc outside is very nice helsinki is a summer city. but if you want to come visit in the winter you should go to lapland to see reindeer, northern lights and other stuff."
6519,Zdi0lB7q0vc,"Ok I just have to say, I'm the mother of a 35 year old man who all of you remind me of. I've totally gotten into yes theory over the last few months. I was home with a badly broken arm and bored out of my mind and you guys made it so much easier. Not to mention you gave me a new faith in a younger generation. Your Love of other cultures , you're unlimited curiosity, and your longing to push yourself outside your comfort zone is just amazing to me and again I say you remind me so much of my son. He loves all of that you guys could be best friends for sure. Anyways I wish you all well I feel like you're my children I watch over you on on the videos and I honestly feel like I know you so good luck in your future ventures and just know that there's a 55-year-old woman out here that finds you just as interesting and just as wonderful as your peers. You guys are amazing."
6520,Zdi0lB7q0vc,Very strange abrupt end
6521,Zdi0lB7q0vc,Why dont you just fast for the day!? Easy to go a day w/o food..
6522,CrKWjkGKcfk,"well all nice an everything, but the ‚reversing my brain tumor naturally‘ is cap. Brutal cap."
6523,CrKWjkGKcfk,we shouldn’t be scared of the word fat
6524,CrKWjkGKcfk,God damn rich people are so ABLE to do amazing things! Chase those dreams because you don’t HAVE to spend your day chasing a pay check. SOOOOO inspiring. Tell me how you did this living paycheck to paycheck. Happy for you but you’re soooo disconnected.
6525,CrKWjkGKcfk,💚
6526,CrKWjkGKcfk,"""Í am that guy"" - hits hard."
6527,CrKWjkGKcfk,"Just so happy and proud for you, accomplishing personal goals is dream living ❤"
6528,CrKWjkGKcfk,How we can really find our real dreams though?
6529,CrKWjkGKcfk,You are a very brave guy!!
6530,CrKWjkGKcfk,"If you are reading this and you recognize some of these thoughts, go to therapy. Binge eating disorder is a serious condition, and not everyone has the circumstance set up like this person. That is not to diminish his success at all. But take it seriously. Some people do not survive rock bottom. Seek therapy."
6531,CrKWjkGKcfk,Did he ever do an iron man?
6532,CrKWjkGKcfk,Im sorry but this guy is full of shit. He says he won grammys and has songs with 8 millions views or whatever but there are 0 songs of him on the internet
6533,CrKWjkGKcfk,"I push myself every day, people still don't understand why. There is something just being out there, and walking or riding my bike with nature. It's 1% better than I was yesterday doing the best I can, and staying positive. Great Job!! I lost weight too as my mom calls it ""whole person"""
6534,CrKWjkGKcfk,"Definitely speaks to me deeply. Been overweight most of my life, going to be 36 soon and I weight 470. Don't like living this way, plus the fear of failure following my dreams. I feel I need a reset in my mind to become that person I want to be, instead of being on cruise control not enjoying life, but it's been a struggle to get there on my own."
6535,CrKWjkGKcfk,This guy is a machine he is amazing
6536,CrKWjkGKcfk,charlie is starting this journey again while helping other people in his dream machine with dream team
6537,CrKWjkGKcfk,"Don't get me wrong. He has reached his peak happiness i thrive for and i am proud of him, but not all of us are millionaires with the priviledge to change. Try doing this working minimum wages. It's impossible."
6538,CrKWjkGKcfk,When extrovert becomes introvert and then becomes both that inspires children around the world lol
6539,CrKWjkGKcfk,Still watching this many years later as motivation
6540,CrKWjkGKcfk,My men’s vegan no way!! Let’s go!! 🔥 super inspiring
6541,CrKWjkGKcfk,I need to go chase my dreams before I die.
6542,0M9lydBXjok,"Hey all you beautiful people :) Just wanna pop in and say we love you all. Come join us on Instagram for daily updates, meet-up info and behind the scenes @YesTheory ❤️ you all have an epic day 🤙"
6543,0M9lydBXjok,Laughing all the way😂😂
6544,0M9lydBXjok,The guy at the end so cute!! FIND MEEEE
6545,0M9lydBXjok,*whispers* “You don’t party?” Hahaha had me dying hahahahaha
6546,0M9lydBXjok,Quickly googling the 'anthropology of snakes in cold weather'  😂😂😂😂😂😂
6547,0M9lydBXjok,"It’s like being back home for me, I’m from Estonia 🇪🇪 next door to Finland 🇫🇮 and it is exactly the same….😂😄"
6548,0M9lydBXjok,i love how uncomfortable thomas feels while ammar is just in his element😂
6549,0M9lydBXjok,I can pretend to be a student just to find a girlfriend 🥸
6550,0M9lydBXjok,"Omg made my day! 😄👌 Hopefully you guys come to Finland again, maybe in July when it's warm😎"
6551,0M9lydBXjok,"The Thomas, Tony exchange was hilarious 😂"
6552,0M9lydBXjok,Hell yea tons of sneaky content
6553,0M9lydBXjok,you cannot finish the Finish.
6554,0M9lydBXjok,Very good
6555,0M9lydBXjok,yes theory :)
6556,0M9lydBXjok,"Thomas: “I don’t have any friends” 
Stranger: “Now you have one” 
Me: 🥺🥲😭🥰🥳"
6557,0M9lydBXjok,"Party with those BIG ID cards ,nope"
6558,0M9lydBXjok,Oh my god Ammar lol
6559,0M9lydBXjok,All good
6560,0M9lydBXjok,"yup, Finns. very sweet people, but only on the inside."
6561,0M9lydBXjok,"Y'all pretending to be students and crashing parties, while i am such a disgrace to my family and can't even hangout with people, and instead became a loner.

Haha. Good times, still is."
6562,IjjgbU55nJ8,"Years ago few friends and i got stuck in greece due to strikes n stuff...
Suddenly someone said road trip? 
Rental car and off we went from Athens to Frankfurt Germany. We still had some days off so we took our time and made a 2 week road trip....it was just the best trip ever"
6563,IjjgbU55nJ8,This is the best channel on youtube!
6564,IjjgbU55nJ8,Avianca sucks 100%. Worst airline
6565,IjjgbU55nJ8,"Videos like yours and Drew’s, prove all 197 countries in this world share one common language; the smile."
6566,IjjgbU55nJ8,"WORST EVER
It was a work trip - flying solo.

Plan:
MTL - TORONTO - HONG KONG (approx 15 hours total)

Reality:
MTL - delayed flight to Toronto, missed HK Flight

Best Option Available:
MTL - Toronto (4 hours later)

4 hour layover Toronto
Toronto - London (7 hour flight.... in middle seat....)

18 hour layover in London
London - HK - (13.5 hr flight..... in middle seat....)

I made a friend on the same screwed up flight path and we just hit up the lounges along the way lol 
Could've been worse I guess! ;)"
6567,IjjgbU55nJ8,"When you were dancing and cheering on the sport on the tv. That was killing me, I cant stand people who do that"
6568,IjjgbU55nJ8,"Your buddy looks like the bad guy, in the movie True Lies."
6569,IjjgbU55nJ8,Great Message at the end!! LOL
6570,IjjgbU55nJ8,Interesting
6571,IjjgbU55nJ8,"derin: I'm okay with dying, up until then I'm like 👁️👄👁️"
6572,IjjgbU55nJ8,Imagine following CNN ahahaha
6573,IjjgbU55nJ8,"glad you guys had each other.  running into one of these ""travel nightmares"" while traveling solo can be tough as hell"
6574,IjjgbU55nJ8,2:40 people r wearing masks already I thought this is year 2?
6575,IjjgbU55nJ8,Extrovert is old Introvert is new
6576,IjjgbU55nJ8,"4:04  CNN fucking loser, obvious who you get your politics from"
6577,IjjgbU55nJ8,Watching this is so weird nowadays because the Democrats brainwashed people into the covid cult
6578,IjjgbU55nJ8,"Back a few years ago, some college buddies and I decided to take a trip together to New York City in March of all times lol. Our flight was to leave Lexington, Kentucky. We decided to go ahead an go to Lexington and stay with a buddy of ours up there that night, in case it snowed. They were giving a chance of snow. So around 10 or 11PM that night it started to snow. So we went to bed not thinking much of it, we woke up with about 9 inches of snow on the ground. We thought for sure out flight was cancelled. We call our airline and the airport to check, and our flight was still scheduled to depart at 10AM. So we got up left a little early in case there were any issues. We get to the airport and once we got through security they cancelled our flight. So they decided to taxi us to the Cincinnati airport, and there they had between 14-16 inches of snow, but they were still trying to get flights out. So our next flight in Cincinnati was to leave at 1:25PM EST. We got to Cincinnati got through security and guess what? They cancelled our flight. They said they could get us on the next flight which was 7 or 7:30 sometime. That flight was delayed then cancelled. We asked them if we could get a flight in the Newark or JFK as the issue seemed to be with LaGuardia. All flights to LaGuardia seemed to cancel after booking. We finally got on a plane around 10:30PM ESt, but it did not leave at that time, we sit on the tarmac waiting to go through de-icer. We called our hotel throughout the day telling them we would be in but it would be late. So we get to NYC around 1 or 2 AM. We get to our hotel and they had already given our room away. On top of that none of our luggage was there. The company we booked hotel with was able to get us a hotel right up the road, although we had to pay an extra $400. The next day my buddies luggage arrived, mine however did not. Out of the 4 of us only my luggage took longer. It was Wednesday before I got my luggage. We had a good time while in NYC and then came the trip back home. So we got on the plane from LaGuardia on our way home. We had to go to Chicago first. We get in the air from Chicago and started to tell our Stewardess what happened, and I decided to say it, I said at least we got on this plane and headed home. I guess it was a minute after saying that to the Stewardess and my buddies that the Captain came over speaker and announced we would have to return to Chicago as there was a disabled plane on the runway in Lexington, and we do not have enough fuel to continue to circle. So we got back to Chicago, and was able to get a flight going to Cincinnati instead of Lexington as all flights into Lexington were cancelled due to disabled plane on runway. We get to Cincinnati and we try to start looking for a way back home. On the flight into Cincinnati a guy was on his way to Lexington for a training, and he had to get there for training the next morning. He offered to rent a car if one of us would drive it. I said sure. We get to the rental counters, but because it was so late no one was there to rent us a car, so he instead paid for a Cab van to take us to Lexington. Then from Lexington I took him to his hotel. This was our worst travel story, but we had a good time in NYC and we met a new friend in the process, and keep in tough with him still today. Plus we got a free future flight out of it. So all in all, was still fun, and we have a story to share with people, and we talk about it from time to time."
6579,IjjgbU55nJ8,172
6580,IjjgbU55nJ8,I miss Derin!!
6581,IjjgbU55nJ8,bruh.... dont read CNN. they trash
6582,Qm087Cad-WA,Did you know that Justin Trudeau is a little bitch who treats his people as slaves. and he is the Son of Castro.. yap Fail horrible Human.Comi piece of shit Justin a puke nothing in par to Respect
6583,Qm087Cad-WA,It took months of living in streets outside of Twitter for Fidias to get hug from Elon.
6584,Qm087Cad-WA,Justin Trudeau the TYRANT?  Your channel is letting us all down.
6585,Qm087Cad-WA,just fun fact i was rewatching this vidoe and i notice that ammr pants gep was open i just notice it hahahahxd ( 4:11)
6586,Qm087Cad-WA,Fidias was chasing him for two months to get a hug 🫂
6587,Qm087Cad-WA,"@Yes Theory, please re-attempt to get Elon Musk' photograph to sell to help those kids."
6588,Qm087Cad-WA,"Elon Musk not replying does not even make sense. What? Is he too busy inventing things that he doesn't have time to spare to show love and support for others?! Elon, ur a role model but u broke many hearts with ur no response. U can do better than that. The world would do much better with love rather than inventions."
6589,Qm087Cad-WA,That didn't age well
6590,Qm087Cad-WA,Back when Elon was actually cool
6591,Qm087Cad-WA,"Thomas and Matt pushed way farther than I would have to get into the truck event lol. When they said we don't know who you are, I would have given up, but they just kept pushing until it was easier to just let them in than keep dealing with them 😂"
6592,Qm087Cad-WA,جاسو€ستي€البحيثيه€السعودية€آلسآق/ططه€اخت آلسآ€ق/ططآ€ت£تحب€تركپ€عليه
6593,Qm087Cad-WA,"The biggest issue I see here is that you are asking Elon to follow Trudeau, whom I doubt he is fond of."
6594,Qm087Cad-WA,😃🤩
6595,Qm087Cad-WA,How bad do you want it??????????????? LOL
6596,Qm087Cad-WA,Except the Prime minister of Canada is a piece of shit
6597,Qm087Cad-WA,"Honestly I think you guys should really try this again and I beleive he will definitely meet you guys !
Love the effort and the motive !!"
6598,Qm087Cad-WA,lesson one of trying to find celebrities: security guards ALWAYS lie. always. there’s a solid chance he actually was there ngl
6599,Qm087Cad-WA,Thomas really did look like the grinch 😂🍿
6600,Qm087Cad-WA,Justin Trudeau .... what a fascist he turned out to be ......
6601,Qm087Cad-WA,171st hahahaha
6602,Cq7DpoLB7dc,Come to slums of Mumbai the real discomfort
6603,Cq7DpoLB7dc,Jesus si coming back. Believe He died for your sins and rose again then repent to be saved.
6604,Cq7DpoLB7dc,You guys have to come back
6605,Cq7DpoLB7dc,But how come they didn’t film what it’s like at night though? 😳
6606,Cq7DpoLB7dc,Too bad you cant even pronounce the name of the city correctly.
6607,Cq7DpoLB7dc,"Most of the world's problems are because of the Western nations that exploited other countries and started some type of wars there. Either through exploiting resources or a product or simply by leaving a nation after carving it up as a territory for centuries or many decades, thus resulting in heavy stability in those places which lead to civil war.

It's good to see that Communa 13 has recovered. What happened there is simply awful. The past should never be forgotten."
6608,Cq7DpoLB7dc,
6609,Cq7DpoLB7dc,"They make cocaine in Columbia and the UK uses it. London must be the white lines capital of the world at this point. They snort so much cocaine in London that it's ending up in the Thames from people weeing it into the sewer system. It's caused the eels to be hyperactive and not reproduce. Global banking and finance sectors all right there in the city of London. I once met someone who was in that industry there. He had applied for a line of credit for a client and the lender misplaced the decimal. He misappropriated the difference, which was hundreds of thousands and went on a cocaine and hooker binge until the money ran out and he was almost dead. Then when the law and the lender came after him, he argued successfully that they had put his life in danger in providing him the means to buy so much cocaine."
6610,Cq7DpoLB7dc,I love this channel so much!
6611,Cq7DpoLB7dc,"This is very sad. But, amazing job being brave enough to be there."
6612,Cq7DpoLB7dc,Looks beautiful there!!!
6613,Cq7DpoLB7dc,"One of the main reasons i miss Matt in your videos, he was always so genuinely interested to ask locals their stories. Great Spanish and translation also! (A bit annoyed commentsection only mentioned Thomas' Spanish when he was talking with kids only, no offence Thomas xD)."
6614,Cq7DpoLB7dc,stupid idiot.
6615,Cq7DpoLB7dc,**when your Colombian and you recognize the streets in the video** Me: hahah….🙂
6616,Cq7DpoLB7dc,disgusting title
6617,Cq7DpoLB7dc,Sorry my bro but that helo you should wasnt an apache.  It was a blackhawk with extended pylons.
6618,Cq7DpoLB7dc,"""A story by yes theory..."" Is it just me or was there no story? lol"
6619,Cq7DpoLB7dc,The wind blew that woman's skirt up 🙈
6620,Cq7DpoLB7dc,Don't front. You're there for coke
6621,Cq7DpoLB7dc,my homeeeeeee
6622,bv5sOzzA52A,You guys spelled exercise wrong
6623,bv5sOzzA52A,Don't make a blanketed statement like that! Comfort doesn't kill any creativity LOL that's just silly! I am a good nature photographer and I don't take good nature photography because I'm uncomfortable when I'm doing it😅😅😅😅😅
6624,bv5sOzzA52A,Morning private concerts was the epitome of this video. That song really suit her vocal chord and I I wanted to know which song did my boyfriend Matt sung anyone please?
6625,bv5sOzzA52A,Thomas said “before our mom comes back” like their actually siblings lol
6626,bv5sOzzA52A,جعله£في£آط\ياژ£سارة وسلمى&وحصة£وفهدة وخوات£جواري£ال€سلول£العا£هه\ر£ات£ ،!،
6627,bv5sOzzA52A,my all time favorite yes theory video
6628,bv5sOzzA52A,I binge-watching all the yes theory videos :)
6629,bv5sOzzA52A,Friendship is so nice. They mean so much to each other!
6630,bv5sOzzA52A,LOL they So didn't stay in that bathroom for 24 hours. That video was 6 min long. ...........
6631,bv5sOzzA52A,bro this bathroom looks more comfy than my bedroom lmao
6632,bv5sOzzA52A,169th woah
6633,bv5sOzzA52A,Some years ago I went to the toilet in the middle of the night and locked the door. The lock stopped working and I couldn't open the door. Ofcourse my phone was in the kitchen and my family was sleeping. They had to get up at like 4am to go to work so I spent the night in the cold ass toilet instead of waking people up.
6634,bv5sOzzA52A,"You guys did more in that damn washroom than I do in a day at my desk, with a full functioning kitchen to use hahahahah fml"
6635,bv5sOzzA52A,A
6636,bv5sOzzA52A,How did that Lap last so long.. the battery life... Mine lasts like 2.5 hours max 😐
6637,bv5sOzzA52A,Such an Fantastic video love the bomfing 😀❤️😭😊
6638,bv5sOzzA52A,"I had always wondered their ages, now I know Thomas is 28"
6639,bv5sOzzA52A,Genuine friendship! ❤️❤️❤️
6640,bv5sOzzA52A,Yes theory is the best triooo ❤️❤️❤️ now wanna meet them is my dream
6641,bv5sOzzA52A,To connect to people. To be human we dehumanize ourselves slaving away but never do the things that we truly love and make us happy!
6642,gOHyy_6Kd2U,"Heyo! What do you want as a gift for the coming holidays???

How about some Yes Theory Coffee? No joke, I'd totally love that for a holiday gift.

Check out the description for more info!"
6643,gOHyy_6Kd2U,I will visit here one day! Long live El patron
6644,gOHyy_6Kd2U,"Colombians are the most amazing people, I’m so happy to call many my friends and they’re culture, values, resilience and happiness it’s contagious ❤ the world needs to know Latin America is more than drugs and travel warnings"
6645,gOHyy_6Kd2U,Los pepe was not a rival cartel they were elite commandos
6646,gOHyy_6Kd2U,wow i would love to do a home make over...  beatuful property
6647,gOHyy_6Kd2U,What a beautiful location!
6648,gOHyy_6Kd2U,"10,000,000 views on 10,000,000 mansion"
6649,gOHyy_6Kd2U,"a bunch of pusss playin in a notorious place, no history, no pictures of how it looked, basically showing some ruins and then dumb play. It s not worth watching, couldn't even go past minute 5, is useless"
6650,gOHyy_6Kd2U,Reporting
6651,gOHyy_6Kd2U,Why he whispering 😂🤦🏻‍♂️💀
6652,gOHyy_6Kd2U,"If you’re reading this, know that you are worthy of anything you desire. Most times it amazes me greatly how I moved from an average lifestyle to earning over $63k per month, Utter shock is the word. I have understood a lot in the past few years that there are lots of opportunities in the financial market. The only thing is to know where to invest."
6653,gOHyy_6Kd2U,Nuts! $10 mil mansion video with 10 mil views!
6654,gOHyy_6Kd2U,"AFAIK, Los Pepes were *not* a drug cartel. Rather, they were a group of vigilantes who wanted revenge for killed family members etc. There is evidence strongly suggesting they collaborated with some governmental institutions officially going after Pablo Escobar. There is also speculation they might have collaborated with the Cali Cartel but I don't know much about this."
6655,gOHyy_6Kd2U,hi just wanted to say i am sorry you don’t have to forgive me because i do not desever it just don’t go to lunch with treyston he is a jerk like me but alll i want to say is sorry and please don’t be friends with treyston anymore i also don’t want to be your friend anymore because i don’t deserve your friendship anymore after i ran away from you because you should have friends that care about you unlike me
6656,gOHyy_6Kd2U,All that money and nothing to show for it… Empires take years to build and a day to destroy. Sin is so deceitful. The love of money is truly the root of ALL evil.
6657,gOHyy_6Kd2U,"It's a shame,that  beautiful mansions like Pablo Escobar are left abandoned to deteriorate. What a waste."
6658,gOHyy_6Kd2U,"I don't understand how people can turn their brains off to the desecration of unique natural beauty just to climb it. Same thing happened to Uluru in the heart of Australia,there was a climbing support drilled into it but now some people have realised that just because you can do something doesn't make it ok to do it, and that climbing structure has been removed and it is now illegal to climb Uluru, which was disrespectfully named Ayres Rock for many years"
6659,gOHyy_6Kd2U,Escobar has billions hidden off somewhere and I’m pretty sure millions are hidden around that property somewhere but he only knows
6660,gOHyy_6Kd2U,Bueno
6661,gOHyy_6Kd2U,"you respect the ghost towns ,  you respect the locations. BLAH BLAH .. then you PAINT BALL in one... you look like dumb ass kids...  or just admit you dont like Pablo , and you wanted to make fun of his legacy ..."
6662,b2ua7rXR8uk,LMFWOOO I FORGOT HOW FUNNY THIS WAS
6663,b2ua7rXR8uk,I dont know how many times I have watched that Roberto swinging the tripod scene. 😂😂😂😂😂
6664,b2ua7rXR8uk,"Okay, another 'I hope you don't try this again boys' prank.  That was a close call with the tri-pod!"
6665,b2ua7rXR8uk,"Did Roberto just grapple the guy half naked, what a f*cken Chad."
6666,b2ua7rXR8uk,RIP Sir Ken Robson his ted talk is amazing!! 😍
6667,b2ua7rXR8uk,"Some people are all talk, Roberto bout that action tho"
6668,b2ua7rXR8uk,"Roberto, The Rise of the Tripod"
6669,b2ua7rXR8uk,This channel is awesome 😎
6670,b2ua7rXR8uk,i died when roberto was trying to hit him with the tripod
6671,b2ua7rXR8uk,167th haha
6672,b2ua7rXR8uk,Hello! Probably not but do you guys reply to comments from 4 years ago?
6673,b2ua7rXR8uk,scooby doo if it was more hardcore
6674,b2ua7rXR8uk,Roberto's fight or flight instincts kicked in AND THE DUDE CHOSE FIGHT
6675,b2ua7rXR8uk,Hero Roberto
6676,b2ua7rXR8uk,Literally watching this after 3 yrs..... STILL cant stop laughing after watching roberto hit matas with the tripod!! Matas almost died loll
6677,b2ua7rXR8uk,Roberto no lie makes good music if no one is aware of his music.
6678,b2ua7rXR8uk,You know I just noticed? They don't wear shoes in the house. Haha. That's a very Asian way and I like it. Keeps the house clean.
6679,b2ua7rXR8uk,No fucking way you saw RHCP
6680,b2ua7rXR8uk,Yo Roberto went full ham
6681,b2ua7rXR8uk,this was unexpectedly funny
6682,bzmU8yjb1RM,2021 ✨
6683,bzmU8yjb1RM,Yes Theory across Great Australia.
6684,bzmU8yjb1RM,1+VI+6
6685,bzmU8yjb1RM,I like him.
6686,bzmU8yjb1RM,right on.deep inside.
6687,bzmU8yjb1RM,who is he?
6688,bzmU8yjb1RM,I am in cocacola...jpguy.bye.and hello.
6689,bzmU8yjb1RM,Thomas looks exactly like agent Murphy from Narcos
6690,bzmU8yjb1RM,I hope I get kidnapped for 24 hrs next. Charleston SC just say yes 👍🏼
6691,bzmU8yjb1RM,I came here to see pablo's comment
6692,bzmU8yjb1RM,SOOOO F***** COOL!!!!!!!!!!!!!!!!!! ^^
6693,bzmU8yjb1RM,Neither Matt nor ammar Ever came to India. I want to meet them. Guys come to India. I am sure Thomas will guide you. He's got a little experience in the country
6694,bzmU8yjb1RM,PLEASE PLEASE Do this again. id love to have this experience I'm us army vet who is medically retired at 34. please choose me for a crazy adventure.
6695,bzmU8yjb1RM,You guys change peoples lives!!! It’s amazing to see. I love you guys
6696,bzmU8yjb1RM,Kidnap cops 😏
6697,bzmU8yjb1RM,"I hope I am the one who beinggg kidnappeeedddddddd!!!

Come on yes theoryyy kidnappeedd meeee"
6698,bzmU8yjb1RM,What's your Fucking budget guys
6699,bzmU8yjb1RM,Binge Watching 👀 2021
6700,bzmU8yjb1RM,This should be called CULTURE SHOCKING A RANDOM FAN as the first interaction in the morning was two famous ppl in underwear asking him who tf he is. Lmao
6701,bzmU8yjb1RM,Can you ever get bored from thes guys
6702,PcQPFzmG3mw,Unsubscribed.
6703,PcQPFzmG3mw,"Proof that not everything you do should be filmed. This was boring, self-indulgent, and just like a bunch of Frat Boys doing alpha male shit boy antics"
6704,PcQPFzmG3mw,Now Logan has over 25million subscribers and still counting. And I'm still waiting for yes theory hit the 10 million subscribers. You guys not gaining any new subscribers most probably you missed the fun cause you went into wrong direction drastically.
6705,PcQPFzmG3mw,The fact hes now in wwe
6706,PcQPFzmG3mw,2023 aprail 6th and i love you ❤
6707,PcQPFzmG3mw,What did I just watch?
6708,PcQPFzmG3mw,Grooooooss
6709,PcQPFzmG3mw,So I had no idea who Logan Paul was. This must be a sign that I’m getting old
6710,PcQPFzmG3mw,so confusing
6711,PcQPFzmG3mw,He a scam
6712,PcQPFzmG3mw,Yes boys should of said NO to this.
6713,PcQPFzmG3mw,Please don’t associate yourselves with… 😑😑😑.
6714,PcQPFzmG3mw,Who is Logan Paul.. I hear that name a lot in videos..
6715,PcQPFzmG3mw,Well todays discomfort just came from watching this video
6716,PcQPFzmG3mw,"Wow, Logan has changed A LOT since this vid. Mad props for personal growth."
6717,PcQPFzmG3mw,We're pretty sure he wants to be roommates 😂
6718,PcQPFzmG3mw,beast
6719,PcQPFzmG3mw,Jesus that dude is creepy af. Just shows that tik tok’d people are what influences
6720,PcQPFzmG3mw,Logan paul?!!
6721,PcQPFzmG3mw,It would be interesting to see Yes Theory w/ Logan Paul today...
6722,okdksGYkHXE,We leave for Finland and then Europe today! We might be organizing a meet up in Paris in early December so let us know if any of you will be there :)
6723,okdksGYkHXE,Nowwww who’s those two beauty’s that yes theory was with in this vid someone help me
6724,okdksGYkHXE,💚
6725,okdksGYkHXE,"Hot take, it’s way easier for girls to approach guys, even in this scenario, than it is the other way around without seeming creepy 😂"
6726,okdksGYkHXE,"I've got tears all over my face, watching Derin and Thomas speaking Spanish is way too much, can't take it 😂😂😂"
6727,okdksGYkHXE,Girls askin for number isnt that difficult compared to guys
6728,okdksGYkHXE,"Just goes to show that the reason why people are single is that they don't put themselves out there. A girl can literally choose a single guy to walk up to and it's practically a guaranteed date, though a coin toss if it'll go anywhere. A guy needs to put in more effort but it still beats scrolling through social media alone."
6729,okdksGYkHXE,164 haha
6730,okdksGYkHXE,"Kind of irresponsible to not bleep out Paulina’s number. 
I mean I just dialed Paulina Paulina Paulina Paulina and hey I’ve got a date now."
6731,okdksGYkHXE,only ammar would tell the employer to pay him if he himself works
6732,okdksGYkHXE,"Guy: When ?
Ammar:me pay you"
6733,okdksGYkHXE,"Man, when he says he feels like he's having a panic attack and the video you watched before this is the one on meditation (where he talks about his anxiety issues over the years)! Hit me in the feels"
6734,okdksGYkHXE,How to love?
6735,okdksGYkHXE,"😆🤣
https://instagram.com/lucygraves?utm_medium=copy_link 

https://instagram.com/mikurazy?utm_medium=copy_link"
6736,okdksGYkHXE,You should do this in France!! Men speaking French literally gives me life ♥️♥️♥️ it’s the sexiest thing 🙌🏽
6737,okdksGYkHXE,"02:50 eghh bien, ne olsun 😄"
6738,okdksGYkHXE,😂😂😂😂😂🇩🇴
6739,okdksGYkHXE,Wow que graciosos
6740,okdksGYkHXE,Matt was so smooth hahaha
6741,okdksGYkHXE,That mustache flip had me dying fam.. DYING
6742,GyvRamX1VyA,"Thank for watching guys, please don't try to replicate this on your own :) Peace and love!"
6743,GyvRamX1VyA,imagine everybody did this. 400 inspectors at a theatre🤣
6744,GyvRamX1VyA,"Americans, especially, are they easiest to swindle. As long as you even slightly look or sound like you know what you're doing, you can probably 99% of Americans"
6745,GyvRamX1VyA,"If you carry a clipboard, you can walk through walls. Also helps that you are all good looking white dudes."
6746,GyvRamX1VyA,"God bless yall and down with satan, dont use Gods* name in vain !!!!"
6747,GyvRamX1VyA,Pro tip. Make sure the vests and clothes are a bit used.
6748,GyvRamX1VyA,"its quite a trip to have this video come up after watching your travel episode on Syria ! lol :D .. Thomas , what a growth :D :D"
6749,GyvRamX1VyA,A big camera works wonder too in most places and especially events. Just look busy!
6750,GyvRamX1VyA,They just filmed themselves committing crimes😂😂
6751,GyvRamX1VyA,that high kick at 1:26 was actually insanely impressive
6752,GyvRamX1VyA,An elephant in a yellow vest could get in anywhere.
6753,GyvRamX1VyA,Try walking into Fort Knox with a ladder
6754,GyvRamX1VyA,You’d probably have more success if you said you were there to repair something. Saying you’re there for an inspection is more likely to make people suspicious.
6755,GyvRamX1VyA,well hitman games are just a real life simulation then
6756,GyvRamX1VyA,Mang aing kadieu gara2 nempo na tiktok
6757,GyvRamX1VyA,"I feel like all of their content is so wholesome in a strange way. Love watching you guys, you make my day better!"
6758,GyvRamX1VyA,Thank you for your service.
6759,GyvRamX1VyA,As a big guy..i get in places with my all black security shirt 😊😊😊
6760,GyvRamX1VyA,can i sneak into coldplay concert ? lets see
6761,GyvRamX1VyA,GAME ON BITCH!!!!🤣🤣🤣
6762,bXUcnFuvqcE,We're heading to Europe in one week and will be there for one month. Let us know if you have ideas of where we should go and do out there!!
6763,bXUcnFuvqcE,Why did he escape? If he's the one who built the prison and that it was so great there. Why escape?
6764,bXUcnFuvqcE,"Colombians talk a load of crap just like Mexicans. Lmao.
This is all BS. Cool video though"
6765,bXUcnFuvqcE,5:10 bruv thats where those dudes were cooked after stealing from Escobar
